record_id,dataset,mix_id,mix_family,ref,temp_source,curing_type,curing_C,WC,cement,fly_ash,SCM_other,binder,Sa,RH,age_day,time_h,M_NS,t_eq,DD,f_c,fck,peakT,peak_day,maturity_provisional
644,lit503,CKD-0-45 (5 °C),CKD,"Han, 2007",ambient,,5.0,0.45,378.0,0.0,0.0,378.0,47.0,95.0,1.0,24.0,360.0,10.284210424993706,5.0,11.8,,,,False
645,lit503,CKD-0-45 (20 °C),CKD,"Han, 2007",ambient,,20.0,0.45,378.0,0.0,0.0,378.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,32.0,,,,False
646,lit503,CKD-10-45 (20 °C),CKD,"Han, 2007",ambient,,20.0,0.45,340.0,0.0,0.0,340.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,29.5,,,,False
647,lit503,CKD-20-45 (20 °C),CKD,"Han, 2007",ambient,,20.0,0.45,300.0,0.0,0.0,300.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,26.9,,,,False
648,lit503,CKD-0-50 (5 °C),CKD,"Han, 2007",ambient,,5.0,0.5,360.0,0.0,0.0,360.0,48.0,95.0,1.0,24.0,360.0,10.284210424993706,5.0,9.5,,,,False
649,lit503,CKD-0-50 (20 °C),CKD,"Han, 2007",ambient,,20.0,0.5,360.0,0.0,0.0,360.0,48.0,95.0,28.0,672.0,20160.0,672.0,560.0,27.5,,,,False
650,lit503,CKD-10-50 (20 °C),CKD,"Han, 2007",ambient,,20.0,0.5,324.0,0.0,0.0,324.0,48.0,95.0,28.0,672.0,20160.0,672.0,560.0,24.8,,,,False
651,lit503,CKD-20-50 (20 °C),CKD,"Han, 2007",ambient,,20.0,0.5,288.0,0.0,0.0,288.0,48.0,95.0,28.0,672.0,20160.0,672.0,560.0,23.1,,,,False
652,lit503,RAC-1 (0 % RA),RAC,"Choi et al., 2005",ambient,,20.0,0.45,350.0,0.0,0.0,350.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,26.46,,,,False
653,lit503,RAC-2 (30 % RA),RAC,"Choi et al., 2005",ambient,,20.0,0.45,400.0,0.0,0.0,400.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,26.65,,,,False
654,lit503,RAC-3 (50 % RA),RAC,"Choi et al., 2005",ambient,,20.0,0.45,400.0,0.0,0.0,400.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,29.98,,,,False
655,lit503,RAC-4 (0 % RA + FA 10 %),RAC,"Choi et al., 2005",ambient,,20.0,0.5,360.0,40.0,0.0,400.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,27.44,,,,False
656,lit503,RAC-5 (50 % RA + FA 10 %),RAC,"Choi et al., 2005",ambient,,20.0,0.5,360.0,40.0,0.0,400.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,28.42,,,,False
657,lit503,RAC-6 (0 % RA + FA 20 %),RAC,"Choi et al., 2005",ambient,,20.0,0.55,320.0,80.0,0.0,400.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,30.28,,,,False
658,lit503,RAC-7 (50 % RA + FA 20 %),RAC,"Choi et al., 2005",ambient,,20.0,0.55,320.0,80.0,0.0,400.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,29.49,,,,False
659,lit503,RAC-8 (100 % RA + FA 30 %),RAC,"Choi et al., 2005",ambient,,20.0,0.65,280.0,120.0,0.0,400.0,47.0,95.0,28.0,672.0,20160.0,672.0,560.0,24.01,,,,False
660,lit503,CT-05 (5 °C),CT,"Kim et al., 1998",ambient,,5.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,1.0,24.0,360.0,10.284210424993706,5.0,12.4,,,,False
661,lit503,CT-05 (5 °C),CT,"Kim et al., 1998",ambient,,5.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,3.0,72.0,1080.0,30.852631274981118,15.0,20.8,,,,False
662,lit503,CT-05 (5 °C),CT,"Kim et al., 1998",ambient,,5.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,7.0,168.0,2520.0,71.98947297495594,35.0,28.9,,,,False
663,lit503,CT-05 (5 °C),CT,"Kim et al., 1998",ambient,,5.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,28.0,672.0,10080.0,287.9578918998238,140.0,36.2,,,,False
664,lit503,CT-20 (20 °C),CT,"Kim et al., 1998",ambient,,20.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,1.0,24.0,720.0,24.0,20.0,18.6,,,,False
665,lit503,CT-20 (20 °C),CT,"Kim et al., 1998",ambient,,20.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,3.0,72.0,2160.0,72.0,60.0,27.5,,,,False
666,lit503,CT-20 (20 °C),CT,"Kim et al., 1998",ambient,,20.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,7.0,168.0,5040.0,168.0,140.0,36.8,,,,False
667,lit503,CT-20 (20 °C),CT,"Kim et al., 1998",ambient,,20.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,28.0,672.0,20160.0,672.0,560.0,43.5,,,,False
668,lit503,CT-40 (40 °C),CT,"Kim et al., 1998",ambient,,40.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,1.0,24.0,1200.0,65.47643466734098,40.0,25.9,,,,False
669,lit503,CT-40 (40 °C),CT,"Kim et al., 1998",ambient,,40.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,3.0,72.0,3600.0,196.42930400202295,120.0,34.6,,,,False
670,lit503,CT-40 (40 °C),CT,"Kim et al., 1998",ambient,,40.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,7.0,168.0,8400.0,458.3350426713869,280.0,42.8,,,,False
671,lit503,CT-40 (40 °C),CT,"Kim et al., 1998",ambient,,40.0,0.45,380.0,0.0,0.0,380.0,46.0,95.0,28.0,672.0,33600.0,1833.3401706855475,1120.0,48.3,,,,False
672,lit503,CW-24 (Existing Method),CW,"Lim et al., 2010",ambient,,10.0,0.468,263.0,113.0,0.0,376.0,47.6,90.0,28.0,672.0,13440.0,385.7818315129961,280.0,35.0,,,,False
673,lit503,CW-24 (Existing Method),CW,"Lim et al., 2010",ambient,,10.0,0.468,263.0,113.0,0.0,376.0,47.6,90.0,42.0,1008.0,20160.0,578.6727472694942,420.0,30.0,,,,False
674,lit503,CW-24 (Existing Method),CW,"Lim et al., 2010",ambient,,10.0,0.468,263.0,113.0,0.0,376.0,47.6,90.0,56.0,1344.0,26880.0,771.5636630259922,560.0,27.0,,,,False
675,lit503,CW-27 (Improved Method: Heating + Insulation),CW,"Lim et al., 2010",ambient,,5.0,0.468,263.0,113.0,0.0,376.0,47.6,90.0,28.0,672.0,10080.0,287.9578918998238,140.0,40.0,,,,False
676,lit503,CW-27 (Improved Method: Heating + Insulation),CW,"Lim et al., 2010",ambient,,5.0,0.468,263.0,113.0,0.0,376.0,47.6,90.0,42.0,1008.0,15120.0,431.93683784973564,210.0,30.0,,,,False
677,lit503,CW-27 (Improved Method: Heating + Insulation),CW,"Lim et al., 2010",ambient,,5.0,0.468,263.0,113.0,0.0,376.0,47.6,90.0,56.0,1344.0,20160.0,575.9157837996476,280.0,27.0,,,,False
678,slab,slab_Exp1,slab_Exp1,Park et al. 2026,standard,SC,27.79,0.64,,,,,,51.5,3.0,72.0,2720.88,123.83,83.36999999999999,13.89,24.0,,,True
679,slab,slab_Exp1,slab_Exp1,Park et al. 2026,air,AD,27.79,0.64,,,,,,51.5,3.0,72.0,2720.88,123.83,83.36999999999999,13.77,24.0,,,True
680,slab,slab_Exp1,slab_Exp1,Park et al. 2026,core,Cored,27.79,0.64,,,,,,51.5,3.0,72.0,2720.88,123.83,83.36999999999999,13.0,24.0,,,False
681,slab,slab_Exp1,slab_Exp1,Park et al. 2026,standard,SC,27.79,0.64,,,,,,51.5,7.0,168.0,6348.72,266.22,194.53,17.11,24.0,,,True
682,slab,slab_Exp1,slab_Exp1,Park et al. 2026,air,AD,27.79,0.64,,,,,,51.5,7.0,168.0,6348.72,266.22,194.53,16.08,24.0,,,True
683,slab,slab_Exp1,slab_Exp1,Park et al. 2026,core,Cored,27.79,0.64,,,,,,51.5,7.0,168.0,6348.72,266.22,194.53,15.9,24.0,,,False
684,slab,slab_Exp1,slab_Exp1,Park et al. 2026,standard,SC,27.79,0.64,,,,,,51.5,28.0,672.0,25394.88,947.59,778.12,24.12,24.0,,,True
685,slab,slab_Exp1,slab_Exp1,Park et al. 2026,air,AD,27.79,0.64,,,,,,51.5,28.0,672.0,25394.88,947.59,778.12,22.41,24.0,,,True
686,slab,slab_Exp1,slab_Exp1,Park et al. 2026,core,Cored,27.79,0.64,,,,,,51.5,28.0,672.0,25394.88,947.59,778.12,20.9,24.0,,,False
687,slab,slab_Exp2,slab_Exp2,Park et al. 2026,air,AD,16.47,0.44,,,,,,51.5,1.0,24.0,635.28,28.86,16.47,10.94,32.0,,,True
688,slab,slab_Exp2,slab_Exp2,Park et al. 2026,standard,SC,16.47,0.44,,,,,,51.5,3.0,72.0,1905.84,80.19,49.41,23.67,32.0,,,True
689,slab,slab_Exp2,slab_Exp2,Park et al. 2026,air,AD,16.47,0.44,,,,,,51.5,3.0,72.0,1905.84,80.19,49.41,22.07,32.0,,,True
690,slab,slab_Exp2,slab_Exp2,Park et al. 2026,core,Cored,16.47,0.44,,,,,,51.5,3.0,72.0,1905.84,80.19,49.41,21.3,32.0,,,False
691,slab,slab_Exp2,slab_Exp2,Park et al. 2026,standard,SC,16.47,0.44,,,,,,51.5,7.0,168.0,4446.96,163.63,115.29,27.91,32.0,,,True
692,slab,slab_Exp2,slab_Exp2,Park et al. 2026,air,AD,16.47,0.44,,,,,,51.5,7.0,168.0,4446.96,163.63,115.29,26.85,32.0,,,True
693,slab,slab_Exp2,slab_Exp2,Park et al. 2026,core,Cored,16.47,0.44,,,,,,51.5,7.0,168.0,4446.96,163.63,115.29,27.2,32.0,,,False
694,slab,slab_Exp2,slab_Exp2,Park et al. 2026,standard,SC,16.47,0.44,,,,,,51.5,14.0,336.0,8893.92,310.15,230.58,35.25,32.0,,,True
695,slab,slab_Exp2,slab_Exp2,Park et al. 2026,air,AD,16.47,0.44,,,,,,51.5,14.0,336.0,8893.92,310.15,230.58,28.81,32.0,,,True
696,slab,slab_Exp2,slab_Exp2,Park et al. 2026,core,Cored,16.47,0.44,,,,,,51.5,14.0,336.0,8893.92,310.15,230.58,28.73,32.0,,,False
697,slab,slab_Exp2,slab_Exp2,Park et al. 2026,standard,SC,16.47,0.44,,,,,,51.5,28.0,672.0,17787.84,572.11,461.16,36.24,32.0,,,True
698,slab,slab_Exp2,slab_Exp2,Park et al. 2026,air,AD,16.47,0.44,,,,,,51.5,28.0,672.0,17787.84,572.11,461.16,31.21,32.0,,,True
699,slab,slab_Exp2,slab_Exp2,Park et al. 2026,core,Cored,16.47,0.44,,,,,,51.5,28.0,672.0,17787.84,572.11,461.16,33.0,32.0,,,False
700,cube,cube_wc555,cube_wc555,This study (cube),standard,air,24.0,0.555,,,,,,,1.0,24.0,816.0,29.653769708182995,24.0,11.7,32.0,41.2,0.72,True
701,cube,cube_wc555,cube_wc555,This study (cube),standard,air,24.0,0.555,,,,,,,3.0,72.0,2448.0,88.96130912454899,72.0,22.0,32.0,41.2,0.72,True
702,cube,cube_wc555,cube_wc555,This study (cube),standard,air,24.0,0.555,,,,,,,7.0,168.0,5712.0,207.57638795728096,168.0,26.6,32.0,41.2,0.72,True
703,cube,cube_wc555,cube_wc555,This study (cube),standard,air,24.0,0.555,,,,,,,14.0,336.0,11424.0,415.1527759145619,336.0,28.5,32.0,41.2,0.72,True
704,cube,cube_wc555,cube_wc555,This study (cube),standard,air,24.0,0.555,,,,,,,28.0,672.0,22848.0,830.3055518291238,672.0,26.0,32.0,41.2,0.72,True
705,cube,cube_wc555,cube_wc555,This study (cube),standard,water,20.0,0.555,,,,,,,3.0,72.0,2160.0,72.0,60.0,24.8,32.0,41.2,0.72,True
706,cube,cube_wc555,cube_wc555,This study (cube),standard,water,20.0,0.555,,,,,,,7.0,168.0,5040.0,168.0,140.0,28.8,32.0,41.2,0.72,True
707,cube,cube_wc555,cube_wc555,This study (cube),standard,water,20.0,0.555,,,,,,,14.0,336.0,10080.0,336.0,280.0,31.3,32.0,41.2,0.72,True
708,cube,cube_wc555,cube_wc555,This study (cube),standard,water,20.0,0.555,,,,,,,28.0,672.0,20160.0,672.0,560.0,27.2,32.0,41.2,0.72,True
709,cube,cube_wc555,cube_wc555,This study (cube),core,core_indoor,41.2,0.555,,,,,,,28.0,672.0,22836.935983956748,841.220987170091,671.5389993315337,25.8,32.0,41.2,0.72,False
710,cube,cube_wc555,cube_wc555,This study (cube),core,core_outdoor,41.2,0.555,,,,,,,28.0,672.0,23859.67144007853,910.0284373127448,714.1529766699407,28.3,32.0,41.2,0.72,False
711,cube,cube_wc500,cube_wc500,This study (cube),standard,air,24.0,0.5,,,,,,,1.0,24.0,816.0,29.653769708182995,24.0,8.1,24.0,41.2,0.83,True
712,cube,cube_wc500,cube_wc500,This study (cube),standard,air,24.0,0.5,,,,,,,3.0,72.0,2448.0,88.96130912454899,72.0,18.9,24.0,41.2,0.83,True
713,cube,cube_wc500,cube_wc500,This study (cube),standard,air,24.0,0.5,,,,,,,7.0,168.0,5712.0,207.57638795728096,168.0,20.7,24.0,41.2,0.83,True
714,cube,cube_wc500,cube_wc500,This study (cube),standard,air,24.0,0.5,,,,,,,14.0,336.0,11424.0,415.1527759145619,336.0,21.7,24.0,41.2,0.83,True
715,cube,cube_wc500,cube_wc500,This study (cube),standard,air,24.0,0.5,,,,,,,28.0,672.0,22848.0,830.3055518291238,672.0,23.5,24.0,41.2,0.83,True
716,cube,cube_wc500,cube_wc500,This study (cube),standard,water,20.0,0.5,,,,,,,3.0,72.0,2160.0,72.0,60.0,19.3,24.0,41.2,0.83,True
717,cube,cube_wc500,cube_wc500,This study (cube),standard,water,20.0,0.5,,,,,,,7.0,168.0,5040.0,168.0,140.0,22.4,24.0,41.2,0.83,True
718,cube,cube_wc500,cube_wc500,This study (cube),standard,water,20.0,0.5,,,,,,,14.0,336.0,10080.0,336.0,280.0,23.4,24.0,41.2,0.83,True
719,cube,cube_wc500,cube_wc500,This study (cube),standard,water,20.0,0.5,,,,,,,28.0,672.0,20160.0,672.0,560.0,30.2,24.0,41.2,0.83,True
720,cube,cube_wc500,cube_wc500,This study (cube),core,core_indoor,41.2,0.5,,,,,,,28.0,672.0,22681.712748211383,831.4926629886148,665.0713645088067,29.9,24.0,41.2,0.83,False
721,cube,cube_wc500,cube_wc500,This study (cube),core,core_outdoor,41.2,0.5,,,,,,,28.0,672.0,24348.318316506768,949.9804064195496,734.5132631877827,24.8,24.0,41.2,0.83,False
722,cube,cube_wc600,cube_wc600,This study (cube),standard,air,24.0,0.6,,,,,,,1.0,24.0,816.0,29.653769708182995,24.0,3.5,18.0,37.9,0.92,True
723,cube,cube_wc600,cube_wc600,This study (cube),standard,air,24.0,0.6,,,,,,,3.0,72.0,2448.0,88.96130912454899,72.0,14.4,18.0,37.9,0.92,True
724,cube,cube_wc600,cube_wc600,This study (cube),standard,air,24.0,0.6,,,,,,,7.0,168.0,5712.0,207.57638795728096,168.0,13.9,18.0,37.9,0.92,True
725,cube,cube_wc600,cube_wc600,This study (cube),standard,air,24.0,0.6,,,,,,,14.0,336.0,11424.0,415.1527759145619,336.0,16.1,18.0,37.9,0.92,True
726,cube,cube_wc600,cube_wc600,This study (cube),standard,air,24.0,0.6,,,,,,,28.0,672.0,22848.0,830.3055518291238,672.0,14.9,18.0,37.9,0.92,True
727,cube,cube_wc600,cube_wc600,This study (cube),standard,water,20.0,0.6,,,,,,,3.0,72.0,2160.0,72.0,60.0,14.4,18.0,37.9,0.92,True
728,cube,cube_wc600,cube_wc600,This study (cube),standard,water,20.0,0.6,,,,,,,7.0,168.0,5040.0,168.0,140.0,16.6,18.0,37.9,0.92,True
729,cube,cube_wc600,cube_wc600,This study (cube),standard,water,20.0,0.6,,,,,,,14.0,336.0,10080.0,336.0,280.0,16.3,18.0,37.9,0.92,True
730,cube,cube_wc600,cube_wc600,This study (cube),standard,water,20.0,0.6,,,,,,,28.0,672.0,20160.0,672.0,560.0,19.5,18.0,37.9,0.92,True
731,cube,cube_wc600,cube_wc600,This study (cube),core,core_indoor,37.9,0.6,,,,,,,28.0,672.0,22617.916069558065,823.7446392156774,662.4131695649185,22.9,18.0,37.9,0.92,False
732,cube,cube_wc600,cube_wc600,This study (cube),core,core_outdoor,37.9,0.6,,,,,,,28.0,672.0,23572.62236855985,886.8170407812308,702.1925986899935,24.7,18.0,37.9,0.92,False
